Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9236248,WHS4_544,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2001,,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9237549,WHS4_544,COUNTRY,BEN,YEAR,AFR,Africa,,2021,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9242626,WHS4_544,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2016,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9242885,WHS4_544,COUNTRY,AND,YEAR,EUR,Europe,,2001,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9243523,WHS4_544,COUNTRY,JAM,YEAR,AMR,Americas,,2016,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9243557,WHS4_544,COUNTRY,BOL,YEAR,AMR,Americas,,2023,,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9243735,WHS4_544,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2018,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9244075,WHS4_544,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2006,,,,,,,,58,58.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9244293,WHS4_544,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,2004,,,,,,,,74,74.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9257755,WHS4_544,COUNTRY,DZA,YEAR,AFR,Africa,,2009,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9263188,WHS4_544,COUNTRY,SWE,YEAR,EUR,Europe,,2007,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9269166,WHS4_544,COUNTRY,CRI,YEAR,AMR,Americas,,2022,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9269492,WHS4_544,COUNTRY,JAM,YEAR,AMR,Americas,,2004,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9270013,WHS4_544,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2018,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9275944,WHS4_544,COUNTRY,CYP,YEAR,EUR,Europe,,2002,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9276965,WHS4_544,COUNTRY,KAZ,YEAR,EUR,Europe,,2021,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9282048,WHS4_544,COUNTRY,IND,YEAR,SEAR,South-East Asia,,2007,,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9282056,WHS4_544,COUNTRY,SMR,YEAR,EUR,Europe,,2016,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9282218,WHS4_544,COUNTRY,SMR,YEAR,EUR,Europe,,2023,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9282951,WHS4_544,COUNTRY,NER,YEAR,AFR,Africa,,2011,,,,,,,,40,40.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9283944,WHS4_544,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2003,,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9287876,WHS4_544,COUNTRY,BOL,YEAR,AMR,Americas,,2000,,,,,,,,74,74.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9288167,WHS4_544,COUNTRY,BOL,YEAR,AMR,Americas,,2010,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9300251,WHS4_544,COUNTRY,KAZ,YEAR,EUR,Europe,,2010,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9306615,WHS4_544,COUNTRY,BEL,YEAR,EUR,Europe,,2001,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9313018,WHS4_544,COUNTRY,BLR,YEAR,EUR,Europe,,2010,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9313100,WHS4_544,COUNTRY,GTM,YEAR,AMR,Americas,,2021,,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9313104,WHS4_544,COUNTRY,HND,YEAR,AMR,Americas,,2017,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9314712,WHS4_544,COUNTRY,KGZ,YEAR,EUR,Europe,,2006,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9315229,WHS4_544,COUNTRY,BEN,YEAR,AFR,Africa,,2009,,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9320063,WHS4_544,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2000,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9320686,WHS4_544,COUNTRY,USA,YEAR,AMR,Americas,,2010,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9332562,WHS4_544,COUNTRY,CZE,YEAR,EUR,Europe,,2002,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9333521,WHS4_544,COUNTRY,AGO,YEAR,AFR,Africa,,2005,,,,,,,,14,14.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9345022,WHS4_544,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9346257,WHS4_544,COUNTRY,DNK,YEAR,EUR,Europe,,2002,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9347987,WHS4_544,COUNTRY,RWA,YEAR,AFR,Africa,,2015,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9351609,WHS4_544,COUNTRY,JPN,YEAR,WPR,Western Pacific,,2008,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9359455,WHS4_544,REGION,AFR,YEAR,,,,2013,,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9364267,WHS4_544,COUNTRY,COD,YEAR,AFR,Africa,,2010,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9365619,WHS4_544,COUNTRY,MNE,YEAR,EUR,Europe,,2021,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9366524,WHS4_544,COUNTRY,LSO,YEAR,AFR,Africa,,2000,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9373383,WHS4_544,COUNTRY,KAZ,YEAR,EUR,Europe,,2009,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9373409,WHS4_544,COUNTRY,COK,YEAR,WPR,Western Pacific,,2021,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9383159,WHS4_544,COUNTRY,NZL,YEAR,WPR,Western Pacific,,2012,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9383526,WHS4_544,COUNTRY,ARG,YEAR,AMR,Americas,,2007,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9384357,WHS4_544,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,,2000,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9390182,WHS4_544,COUNTRY,ROU,YEAR,EUR,Europe,,2005,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9408850,WHS4_544,COUNTRY,ERI,YEAR,AFR,Africa,,2002,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9410248,WHS4_544,COUNTRY,IDN,YEAR,WPR,Western Pacific,,2012,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9429640,WHS4_544,COUNTRY,GBR,YEAR,EUR,Europe,,2021,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9434949,WHS4_544,COUNTRY,TJK,YEAR,EUR,Europe,,2024,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9435141,WHS4_544,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,,2019,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9442914,WHS4_544,COUNTRY,BOL,YEAR,AMR,Americas,,2005,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9447835,WHS4_544,COUNTRY,SWZ,YEAR,AFR,Africa,,2018,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9449232,WHS4_544,COUNTRY,SLE,YEAR,AFR,Africa,,2002,,,,,,,,54,54.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9449713,WHS4_544,COUNTRY,WSM,YEAR,WPR,Western Pacific,,2019,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9453389,WHS4_544,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2017,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9454816,WHS4_544,COUNTRY,GNQ,YEAR,AFR,Africa,,2011,,,,,,,,60,60.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9467779,WHS4_544,COUNTRY,HND,YEAR,AMR,Americas,,2016,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9468707,WHS4_544,COUNTRY,SGP,YEAR,WPR,Western Pacific,,2002,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9473590,WHS4_544,COUNTRY,JAM,YEAR,AMR,Americas,,2023,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9475002,WHS4_544,COUNTRY,STP,YEAR,AFR,Africa,,2021,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9479946,WHS4_544,COUNTRY,TJK,YEAR,EUR,Europe,,2004,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9479952,WHS4_544,COUNTRY,CHE,YEAR,EUR,Europe,,2021,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9480906,WHS4_544,COUNTRY,KOR,YEAR,WPR,Western Pacific,,2013,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9486487,WHS4_544,COUNTRY,CUB,YEAR,AMR,Americas,,2011,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9487766,WHS4_544,COUNTRY,ISR,YEAR,EUR,Europe,,2012,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9488306,WHS4_544,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,2018,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9492086,WHS4_544,COUNTRY,GEO,YEAR,EUR,Europe,,2001,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9500887,WHS4_544,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2012,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9504979,WHS4_544,COUNTRY,MDG,YEAR,AFR,Africa,,2005,,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9507031,WHS4_544,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2021,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9507568,WHS4_544,COUNTRY,GTM,YEAR,AMR,Americas,,2014,,,,,,,,66,66.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9511434,WHS4_544,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,2015,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9518036,WHS4_544,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2022,,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9518911,WHS4_544,COUNTRY,BRA,YEAR,AMR,Americas,,2008,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9519769,WHS4_544,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,2008,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9523587,WHS4_544,COUNTRY,CHL,YEAR,AMR,Americas,,2001,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9525223,WHS4_544,COUNTRY,TTO,YEAR,AMR,Americas,,2011,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9525817,WHS4_544,COUNTRY,NGA,YEAR,AFR,Africa,,2003,,,,,,,,42,42.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9530670,WHS4_544,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9532277,WHS4_544,COUNTRY,ZAF,YEAR,AFR,Africa,,2013,,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9533065,WHS4_544,COUNTRY,COD,YEAR,AFR,Africa,,2023,,,,,,,,61,61.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9537914,WHS4_544,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,2006,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9538866,WHS4_544,COUNTRY,MDG,YEAR,AFR,Africa,,2013,,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9561218,WHS4_544,COUNTRY,VCT,YEAR,AMR,Americas,,2021,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9564472,WHS4_544,COUNTRY,THA,YEAR,SEAR,South-East Asia,,2018,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9568398,WHS4_544,COUNTRY,KAZ,YEAR,EUR,Europe,,2024,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9569733,WHS4_544,COUNTRY,CAN,YEAR,AMR,Americas,,2017,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9575227,WHS4_544,COUNTRY,ISL,YEAR,EUR,Europe,,2013,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9581662,WHS4_544,COUNTRY,MDG,YEAR,AFR,Africa,,2011,,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9582886,WHS4_544,COUNTRY,GIN,YEAR,AFR,Africa,,2002,,,,,,,,56,56.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9587182,WHS4_544,COUNTRY,GUY,YEAR,AMR,Americas,,2008,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9589549,WHS4_544,COUNTRY,SLV,YEAR,AMR,Americas,,2016,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9599671,WHS4_544,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,2024,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9607662,WHS4_544,COUNTRY,MUS,YEAR,AFR,Africa,,2003,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9608187,WHS4_544,COUNTRY,KNA,YEAR,AMR,Americas,,2020,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9608462,WHS4_544,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,2005,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9609223,WHS4_544,COUNTRY,IND,YEAR,SEAR,South-East Asia,,2005,,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9614916,WHS4_544,COUNTRY,MLT,YEAR,EUR,Europe,,2024,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9619887,WHS4_544,COUNTRY,SEN,YEAR,AFR,Africa,,2001,,,,,,,,49,49.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9619901,WHS4_544,COUNTRY,BLZ,YEAR,AMR,Americas,,2002,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9626431,WHS4_544,COUNTRY,GNB,YEAR,AFR,Africa,,2016,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9632841,WHS4_544,COUNTRY,KOR,YEAR,WPR,Western Pacific,,2007,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9637055,WHS4_544,COUNTRY,ESP,YEAR,EUR,Europe,,2011,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9643922,WHS4_544,COUNTRY,HRV,YEAR,EUR,Europe,,2001,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9645030,WHS4_544,COUNTRY,TKM,YEAR,EUR,Europe,,2024,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9646313,WHS4_544,COUNTRY,LUX,YEAR,EUR,Europe,,2014,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9656797,WHS4_544,COUNTRY,COG,YEAR,AFR,Africa,,2002,,,,,,,,41,41.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9659409,WHS4_544,COUNTRY,TGO,YEAR,AFR,Africa,,2011,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9664742,WHS4_544,COUNTRY,CHN,YEAR,WPR,Western Pacific,,2000,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9664833,WHS4_544,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2011,,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9670414,WHS4_544,COUNTRY,BFA,YEAR,AFR,Africa,,2015,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9677975,WHS4_544,COUNTRY,BLR,YEAR,EUR,Europe,,2021,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9678163,WHS4_544,COUNTRY,NLD,YEAR,EUR,Europe,,2013,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9683062,WHS4_544,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,2018,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9683155,WHS4_544,COUNTRY,SWZ,YEAR,AFR,Africa,,2020,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9694501,WHS4_544,COUNTRY,MDG,YEAR,AFR,Africa,,2010,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9695934,WHS4_544,COUNTRY,CAN,YEAR,AMR,Americas,,2000,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9702338,WHS4_544,COUNTRY,ISR,YEAR,EUR,Europe,,2008,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9707982,WHS4_544,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2018,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9709258,WHS4_544,COUNTRY,HRV,YEAR,EUR,Europe,,2023,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
