Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1667955,WHS4_544,REGION,EMR,YEAR,,,,2021,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1668867,WHS4_544,COUNTRY,FJI,YEAR,WPR,Western Pacific,,2015,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1678841,WHS4_544,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2000,,,,,,,,37,37.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1679256,WHS4_544,COUNTRY,SLB,YEAR,WPR,Western Pacific,,2009,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1679794,WHS4_544,COUNTRY,TCD,YEAR,AFR,Africa,,2014,,,,,,,,44,44.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1692979,WHS4_544,COUNTRY,BHS,YEAR,AMR,Americas,,2000,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1693435,WHS4_544,COUNTRY,MLT,YEAR,EUR,Europe,,2019,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1693527,WHS4_544,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2024,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
1694398,WHS4_544,COUNTRY,CAF,YEAR,AFR,Africa,,2004,,,,,,,,45,45.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1698273,WHS4_544,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,2002,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1698450,WHS4_544,COUNTRY,TUR,YEAR,EUR,Europe,,2005,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1698823,WHS4_544,COUNTRY,GRD,YEAR,AMR,Americas,,2006,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1699240,WHS4_544,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2000,,,,,,,,24,24.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1700509,WHS4_544,COUNTRY,CAF,YEAR,AFR,Africa,,2008,,,,,,,,46,46.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1716904,WHS4_544,COUNTRY,VNM,YEAR,WPR,Western Pacific,,2022,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1717151,WHS4_544,COUNTRY,VNM,YEAR,WPR,Western Pacific,,2008,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1718535,WHS4_544,COUNTRY,ITA,YEAR,EUR,Europe,,2005,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1725908,WHS4_544,COUNTRY,PER,YEAR,AMR,Americas,,2017,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1729929,WHS4_544,COUNTRY,BLZ,YEAR,AMR,Americas,,2004,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1730088,WHS4_544,COUNTRY,URY,YEAR,AMR,Americas,,2019,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1738195,WHS4_544,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,2010,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1742737,WHS4_544,COUNTRY,CHE,YEAR,EUR,Europe,,2020,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1743051,WHS4_544,COUNTRY,BDI,YEAR,AFR,Africa,,2021,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1743151,WHS4_544,COUNTRY,LCA,YEAR,AMR,Americas,,2002,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1745355,WHS4_544,COUNTRY,TCD,YEAR,AFR,Africa,,2011,,,,,,,,40,40.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1751100,WHS4_544,COUNTRY,DNK,YEAR,EUR,Europe,,2008,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1757221,WHS4_544,COUNTRY,PRT,YEAR,EUR,Europe,,2000,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1758512,WHS4_544,COUNTRY,CPV,YEAR,AFR,Africa,,2022,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1762357,WHS4_544,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1768536,WHS4_544,COUNTRY,ARG,YEAR,AMR,Americas,,2015,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1769703,WHS4_544,COUNTRY,MOZ,YEAR,AFR,Africa,,2024,,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
1769909,WHS4_544,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1770140,WHS4_544,COUNTRY,NER,YEAR,AFR,Africa,,2009,,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1775574,WHS4_544,COUNTRY,ECU,YEAR,AMR,Americas,,2024,,,,,,,,59,59.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
1776296,WHS4_544,COUNTRY,GNB,YEAR,AFR,Africa,,2012,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1777091,WHS4_544,COUNTRY,CRI,YEAR,AMR,Americas,,2021,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1781934,WHS4_544,COUNTRY,CAF,YEAR,AFR,Africa,,2017,,,,,,,,48,48.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1782387,WHS4_544,COUNTRY,MUS,YEAR,AFR,Africa,,2016,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1783992,WHS4_544,COUNTRY,ESP,YEAR,EUR,Europe,,2017,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1787201,WHS4_544,COUNTRY,MYS,YEAR,WPR,Western Pacific,,2023,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1794072,WHS4_544,COUNTRY,LCA,YEAR,AMR,Americas,,2014,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1796379,WHS4_544,COUNTRY,SUR,YEAR,AMR,Americas,,2008,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1796628,WHS4_544,COUNTRY,DMA,YEAR,AMR,Americas,,2021,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1801620,WHS4_544,COUNTRY,VCT,YEAR,AMR,Americas,,2000,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1802275,WHS4_544,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2024,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
1807476,WHS4_544,COUNTRY,ZMB,YEAR,AFR,Africa,,2015,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1809588,WHS4_544,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2004,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1813895,WHS4_544,COUNTRY,TKM,YEAR,EUR,Europe,,2007,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1828160,WHS4_544,COUNTRY,IDN,YEAR,WPR,Western Pacific,,2011,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1832064,WHS4_544,COUNTRY,NLD,YEAR,EUR,Europe,,2017,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1834737,WHS4_544,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,,2015,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1839893,WHS4_544,COUNTRY,TZA,YEAR,AFR,Africa,,2022,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1839961,WHS4_544,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2006,,,,,,,,26,26.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1840407,WHS4_544,COUNTRY,ALB,YEAR,EUR,Europe,,2014,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1841378,WHS4_544,COUNTRY,VEN,YEAR,AMR,Americas,,2006,,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1844893,WHS4_544,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2014,,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1846624,WHS4_544,COUNTRY,RWA,YEAR,AFR,Africa,,2007,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1846669,WHS4_544,COUNTRY,SLV,YEAR,AMR,Americas,,2007,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1852210,WHS4_544,COUNTRY,BLR,YEAR,EUR,Europe,,2023,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1853630,WHS4_544,COUNTRY,BRN,YEAR,WPR,Western Pacific,,2000,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1857795,WHS4_544,COUNTRY,TJK,YEAR,EUR,Europe,,2013,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1858016,WHS4_544,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2010,,,,,,,,49,49.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1858199,WHS4_544,COUNTRY,MRT,YEAR,AFR,Africa,,2006,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1862238,WHS4_544,COUNTRY,AZE,YEAR,EUR,Europe,,2014,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1862528,WHS4_544,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2008,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1863462,WHS4_544,COUNTRY,CMR,YEAR,AFR,Africa,,2006,,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1863482,WHS4_544,COUNTRY,FSM,YEAR,WPR,Western Pacific,,2002,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1863717,WHS4_544,COUNTRY,SEN,YEAR,AFR,Africa,,2005,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1868068,WHS4_544,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1869555,WHS4_544,COUNTRY,BIH,YEAR,EUR,Europe,,2009,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1880823,WHS4_544,COUNTRY,ATG,YEAR,AMR,Americas,,2021,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1882348,WHS4_544,COUNTRY,SSD,YEAR,AFR,Africa,,2021,,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1886570,WHS4_544,COUNTRY,MDG,YEAR,AFR,Africa,,2019,,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1887152,WHS4_544,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2002,,,,,,,,36,36.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1900362,WHS4_544,COUNTRY,SGP,YEAR,WPR,Western Pacific,,2003,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1900587,WHS4_544,COUNTRY,ECU,YEAR,AMR,Americas,,2021,,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1901248,WHS4_544,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2018,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1908071,WHS4_544,COUNTRY,NOR,YEAR,EUR,Europe,,2023,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1913514,WHS4_544,REGION,WPR,YEAR,,,,2007,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1914351,WHS4_544,COUNTRY,BRA,YEAR,AMR,Americas,,2007,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1914718,WHS4_544,COUNTRY,KEN,YEAR,AFR,Africa,,2016,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1928060,WHS4_544,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,2017,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1932258,WHS4_544,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1932377,WHS4_544,COUNTRY,GIN,YEAR,AFR,Africa,,2007,,,,,,,,46,46.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1934226,WHS4_544,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,2007,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1934273,WHS4_544,COUNTRY,TON,YEAR,WPR,Western Pacific,,2021,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1939608,WHS4_544,COUNTRY,HND,YEAR,AMR,Americas,,2020,,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1946392,WHS4_544,COUNTRY,DNK,YEAR,EUR,Europe,,2007,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1951227,WHS4_544,COUNTRY,ROU,YEAR,EUR,Europe,,2013,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1951756,WHS4_544,COUNTRY,BRA,YEAR,AMR,Americas,,2019,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1957954,WHS4_544,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2017,,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1969570,WHS4_544,COUNTRY,UGA,YEAR,AFR,Africa,,2000,,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1969648,WHS4_544,COUNTRY,BWA,YEAR,AFR,Africa,,2001,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1969810,WHS4_544,COUNTRY,KAZ,YEAR,EUR,Europe,,2014,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1970026,WHS4_544,COUNTRY,DMA,YEAR,AMR,Americas,,2006,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1970355,WHS4_544,COUNTRY,BLZ,YEAR,AMR,Americas,,2001,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1971789,WHS4_544,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,41,41.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1972836,WHS4_544,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,2016,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1976132,WHS4_544,COUNTRY,CRI,YEAR,AMR,Americas,,2024,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
1978464,WHS4_544,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,2020,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1982640,WHS4_544,COUNTRY,MWI,YEAR,AFR,Africa,,2000,,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1982845,WHS4_544,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,2005,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1983635,WHS4_544,COUNTRY,ESP,YEAR,EUR,Europe,,2023,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1983943,WHS4_544,COUNTRY,GUY,YEAR,AMR,Americas,,2005,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1985179,WHS4_544,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2012,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1988573,WHS4_544,COUNTRY,GUY,YEAR,AMR,Americas,,2014,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1995671,WHS4_544,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,2008,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2003187,WHS4_544,COUNTRY,COD,YEAR,AFR,Africa,,2007,,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2008559,WHS4_544,COUNTRY,ITA,YEAR,EUR,Europe,,2010,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2008866,WHS4_544,COUNTRY,PRY,YEAR,AMR,Americas,,2018,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2008872,WHS4_544,COUNTRY,CHE,YEAR,EUR,Europe,,2017,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2014046,WHS4_544,COUNTRY,BHS,YEAR,AMR,Americas,,2023,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2015377,WHS4_544,COUNTRY,CHL,YEAR,AMR,Americas,,2012,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2035052,WHS4_544,REGION,AFR,YEAR,,,,2001,,,,,,,,54,54.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2039512,WHS4_544,COUNTRY,TKM,YEAR,EUR,Europe,,2002,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2048086,WHS4_544,COUNTRY,AZE,YEAR,EUR,Europe,,2012,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2052160,WHS4_544,COUNTRY,CRI,YEAR,AMR,Americas,,2006,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2058623,WHS4_544,COUNTRY,TZA,YEAR,AFR,Africa,,2001,,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2058826,WHS4_544,COUNTRY,COL,YEAR,AMR,Americas,,2007,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2064739,WHS4_544,COUNTRY,GNB,YEAR,AFR,Africa,,2002,,,,,,,,60,60.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2071847,WHS4_544,COUNTRY,SYC,YEAR,AFR,Africa,,2000,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2077321,WHS4_544,COUNTRY,IDN,YEAR,WPR,Western Pacific,,2020,,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2079868,WHS4_544,COUNTRY,TGO,YEAR,AFR,Africa,,2009,,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
