Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
3014063,WHS4_543,COUNTRY,SSD,AFR,YEAR,Africa,,,2023,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
3015008,WHS4_543,COUNTRY,MOZ,AFR,YEAR,Africa,,,2020,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3015737,WHS4_543,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,,2007,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3019529,WHS4_543,COUNTRY,PAN,AMR,YEAR,Americas,,,2010,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3025043,WHS4_543,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,2022,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3026376,WHS4_543,COUNTRY,SWE,EUR,YEAR,Europe,,,2013,,,,,,,27,27.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3027672,WHS4_543,COUNTRY,HTI,AMR,YEAR,Americas,,,2016,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3028463,WHS4_543,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,2013,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3039658,WHS4_543,COUNTRY,SWZ,AFR,YEAR,Africa,,,2007,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3039701,WHS4_543,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,2019,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3040448,WHS4_543,COUNTRY,GNQ,AFR,YEAR,Africa,,,2000,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3040905,WHS4_543,COUNTRY,IRL,EUR,YEAR,Europe,,,2001,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3041265,WHS4_543,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,2018,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3045428,WHS4_543,COUNTRY,PRY,AMR,YEAR,Americas,,,2010,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3047535,WHS4_543,COUNTRY,BDI,AFR,YEAR,Africa,,,2009,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3051924,WHS4_543,REGION,EMR,,YEAR,,,,2021,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3057363,WHS4_543,COUNTRY,CRI,AMR,YEAR,Americas,,,2002,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3065556,WHS4_543,COUNTRY,IRL,EUR,YEAR,Europe,,,2003,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3066776,WHS4_543,COUNTRY,GHA,AFR,YEAR,Africa,,,2004,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3083798,WHS4_543,COUNTRY,TKM,EUR,YEAR,Europe,,,2019,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3085266,WHS4_543,COUNTRY,DMA,AMR,YEAR,Americas,,,2018,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3085353,WHS4_543,COUNTRY,VEN,AMR,YEAR,Americas,,,2019,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3091031,WHS4_543,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2013,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3095515,WHS4_543,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2014,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3100981,WHS4_543,COUNTRY,MEX,AMR,YEAR,Americas,,,2003,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3102667,WHS4_543,COUNTRY,BLZ,AMR,YEAR,Americas,,,2009,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3103729,WHS4_543,COUNTRY,RUS,EUR,YEAR,Europe,,,2001,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3104176,WHS4_543,COUNTRY,TUV,WPR,YEAR,Western Pacific,,,2017,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3115849,WHS4_543,REGION,EMR,,YEAR,,,,2003,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3116079,WHS4_543,COUNTRY,KGZ,EUR,YEAR,Europe,,,2006,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3116524,WHS4_543,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2014,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3120132,WHS4_543,COUNTRY,LCA,AMR,YEAR,Americas,,,2004,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3126360,WHS4_543,COUNTRY,NAM,AFR,YEAR,Africa,,,2006,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3127622,WHS4_543,REGION,EUR,,YEAR,,,,2019,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3128223,WHS4_543,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2021,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3133230,WHS4_543,COUNTRY,LAO,WPR,YEAR,Western Pacific,,,2009,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3139694,WHS4_543,COUNTRY,BLZ,AMR,YEAR,Americas,,,2022,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3146959,WHS4_543,COUNTRY,MNE,EUR,YEAR,Europe,,,2015,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3165523,WHS4_543,COUNTRY,TCD,AFR,YEAR,Africa,,,2015,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3166339,WHS4_543,COUNTRY,CIV,AFR,YEAR,Africa,,,2005,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3185199,WHS4_543,COUNTRY,SWE,EUR,YEAR,Europe,,,2008,,,,,,,23,23.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3191027,WHS4_543,COUNTRY,ETH,AFR,YEAR,Africa,,,2009,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3193454,WHS4_543,COUNTRY,IRL,EUR,YEAR,Europe,,,2010,,,,,,,30,30.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3202944,WHS4_543,COUNTRY,NAM,AFR,YEAR,Africa,,,2013,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3203187,WHS4_543,COUNTRY,VEN,AMR,YEAR,Americas,,,2007,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3205733,WHS4_543,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,2002,,,,,,,52,52.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3210171,WHS4_543,COUNTRY,TON,WPR,YEAR,Western Pacific,,,2017,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3210538,WHS4_543,COUNTRY,FIN,EUR,YEAR,Europe,,,2004,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3211147,WHS4_543,COUNTRY,FSM,WPR,YEAR,Western Pacific,,,2020,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3212442,WHS4_543,COUNTRY,HUN,EUR,YEAR,Europe,,,2021,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3215765,WHS4_543,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2023,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
3216719,WHS4_543,REGION,AMR,,YEAR,,,,2000,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3221333,WHS4_543,COUNTRY,SWZ,AFR,YEAR,Africa,,,2013,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3222682,WHS4_543,COUNTRY,KNA,AMR,YEAR,Americas,,,2010,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3224914,WHS4_543,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2009,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3230511,WHS4_543,COUNTRY,KEN,AFR,YEAR,Africa,,,2007,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3234080,WHS4_543,COUNTRY,NRU,WPR,YEAR,Western Pacific,,,2010,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3234286,WHS4_543,COUNTRY,SLE,AFR,YEAR,Africa,,,2017,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3237807,WHS4_543,COUNTRY,SWE,EUR,YEAR,Europe,,,2001,,,,,,,16,16.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3240946,WHS4_543,COUNTRY,SWE,EUR,YEAR,Europe,,,2009,,,,,,,21,21.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3241335,WHS4_543,COUNTRY,LAO,WPR,YEAR,Western Pacific,,,2005,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3243086,WHS4_543,COUNTRY,MOZ,AFR,YEAR,Africa,,,2011,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
3249973,WHS4_543,COUNTRY,TKM,EUR,YEAR,Europe,,,2013,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3250713,WHS4_543,COUNTRY,LVA,EUR,YEAR,Europe,,,2010,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3259857,WHS4_543,COUNTRY,CAF,AFR,YEAR,Africa,,,2017,,,,,,,61,61.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3260082,WHS4_543,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,2005,,,,,,,66,66.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3263100,WHS4_543,COUNTRY,HRV,EUR,YEAR,Europe,,,2017,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3263184,WHS4_543,COUNTRY,SLV,AMR,YEAR,Americas,,,2020,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3266343,WHS4_543,COUNTRY,DMA,AMR,YEAR,Americas,,,2000,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3269534,WHS4_543,COUNTRY,BFA,AFR,YEAR,Africa,,,2020,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3274197,WHS4_543,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,2004,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3274313,WHS4_543,COUNTRY,DMA,AMR,YEAR,Americas,,,2016,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3275075,WHS4_543,COUNTRY,EST,EUR,YEAR,Europe,,,2016,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3275733,WHS4_543,COUNTRY,VEN,AMR,YEAR,Americas,,,2013,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3281148,WHS4_543,COUNTRY,MWI,AFR,YEAR,Africa,,,2014,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3286408,WHS4_543,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2022,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3286465,WHS4_543,COUNTRY,GTM,AMR,YEAR,Americas,,,2015,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3287751,WHS4_543,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2016,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3287779,WHS4_543,COUNTRY,VCT,AMR,YEAR,Americas,,,2023,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
3293693,WHS4_543,COUNTRY,AGO,AFR,YEAR,Africa,,,2024,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
3306867,WHS4_543,COUNTRY,BFA,AFR,YEAR,Africa,,,2022,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3313565,WHS4_543,COUNTRY,ERI,AFR,YEAR,Africa,,,2015,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3318348,WHS4_543,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2018,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3323329,WHS4_543,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,,,2023,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
3324175,WHS4_543,COUNTRY,DOM,AMR,YEAR,Americas,,,2015,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3326137,WHS4_543,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,2005,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3326397,WHS4_543,COUNTRY,LCA,AMR,YEAR,Americas,,,2024,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
3330005,WHS4_543,COUNTRY,CHL,AMR,YEAR,Americas,,,2017,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3330076,WHS4_543,COUNTRY,NIU,WPR,YEAR,Western Pacific,,,2001,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3331043,WHS4_543,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,2008,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3332195,WHS4_543,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,,,2019,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3332807,WHS4_543,COUNTRY,ECU,AMR,YEAR,Americas,,,2013,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3333346,WHS4_543,COUNTRY,SWE,EUR,YEAR,Europe,,,2011,,,,,,,23,23.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
3337179,WHS4_543,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2001,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3351318,WHS4_543,COUNTRY,LVA,EUR,YEAR,Europe,,,2018,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3352451,WHS4_543,COUNTRY,URY,AMR,YEAR,Americas,,,2006,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3355772,WHS4_543,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,,,2013,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3355950,WHS4_543,COUNTRY,HTI,AMR,YEAR,Americas,,,2001,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3357812,WHS4_543,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2010,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3361600,WHS4_543,COUNTRY,MDG,AFR,YEAR,Africa,,,2000,,,,,,,72,72.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3361850,WHS4_543,COUNTRY,TZA,AFR,YEAR,Africa,,,2015,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3369793,WHS4_543,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,2000,,,,,,,34,34.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3369798,WHS4_543,COUNTRY,WSM,WPR,YEAR,Western Pacific,,,2007,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3370183,WHS4_543,COUNTRY,TZA,AFR,YEAR,Africa,,,2008,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3374772,WHS4_543,COUNTRY,GHA,AFR,YEAR,Africa,,,2003,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3382665,WHS4_543,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,2009,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3383153,WHS4_543,GLOBAL,GLOBAL,,YEAR,,,,2012,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3387273,WHS4_543,COUNTRY,GMB,AFR,YEAR,Africa,,,2014,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3388655,WHS4_543,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,2001,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3394747,WHS4_543,COUNTRY,CHL,AMR,YEAR,Americas,,,2012,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3407197,WHS4_543,COUNTRY,TZA,AFR,YEAR,Africa,,,2006,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3408196,WHS4_543,COUNTRY,CHL,AMR,YEAR,Americas,,,2022,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3415808,WHS4_543,COUNTRY,NER,AFR,YEAR,Africa,,,2015,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3427964,WHS4_543,COUNTRY,JAM,AMR,YEAR,Americas,,,2015,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3428865,WHS4_543,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2008,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3432013,WHS4_543,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,,2014,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3433628,WHS4_543,COUNTRY,AZE,EUR,YEAR,Europe,,,2018,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3435125,WHS4_543,COUNTRY,ERI,AFR,YEAR,Africa,,,2001,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3438708,WHS4_543,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,,2020,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3440154,WHS4_543,COUNTRY,POL,EUR,YEAR,Europe,,,2022,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
3460635,WHS4_543,COUNTRY,SLE,AFR,YEAR,Africa,,,2013,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3463926,WHS4_543,REGION,AFR,,YEAR,,,,2019,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3464193,WHS4_543,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2017,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
