iso3,year,agriculture_gdp_pct,basic_sanitation_access,basic_water_access,births_attended_skilled,death_rate,electricity_access_pct,exports_pct_gdp,fertility_rate,food_production_index,gdp_growth,gdp_per_capita_ppp,gini_index,health_expenditure_pct_gdp,health_expenditure_per_capita,infant_mortality,internet_users_pct,life_expectancy_total,literacy_rate,nurses_midwives_per_1000,oop_health_expenditure_pct,physicians_per_1000,pm25_exposure,population,population_65_plus,population_density,tax_revenue_pct_gdp,unemployment_pct,urban_population_pct
ABW,2014,0.0148129732019303,98.5247661048679,96.7397757541097,,6.114,100.0,75.4546231589626,1.944,,1.42609864257801,35746.8630679768,,,,,83.78,75.261,,,,,,106807.0,11.1519021016228,593.372222222222,,,63.4392531303795
ABW,2015,0.0125197907912791,98.5641705561508,96.7397757541097,,6.367,100.0,70.3217227986333,1.899,,3.61147995361162,36660.6310808381,,,,,88.661226932496,75.405,,,,,,107906.0,11.6404071622938,599.477777777778,,,63.2288374043053
ABW,2016,0.018611754127868,98.6035750074337,96.7397757541097,,7.257,100.0,68.9666600570598,1.848,,1.23433537363427,36832.9040242979,,,,,93.542453865048,75.54,,,,,,108727.0,12.1631984301248,604.038888888889,,,63.0077880571142
ABW,2017,0.023918578557175,98.6429794587166,,,6.594,100.0,69.6369362107407,1.785,,3.49342985290626,38116.8310992499,,,,,97.17,75.62,,,,,,108735.0,12.7167657393089,604.083333333333,,,62.7768488886109
ABW,2018,0.0222530069695395,98.6823839099995,,,6.703,100.0,68.4088639609739,1.732,,3.21247111920076,39278.8297271438,,,,,,75.88,,,,,,108908.0,13.3108463619964,605.044444444444,,,62.5367636985996
ABW,2019,0.0184243247340194,98.7217883612824,,,6.145,100.0,66.7217875421583,1.701,,1.22511225158814,39652.6320700939,,,,,,76.019,,,,,,109203.0,13.9419664537338,606.683333333333,,,62.288276286885
ABW,2020,0.0217006023554796,98.7611928125653,,,6.842,100.0,53.5769436483474,1.662,,-23.8979898352395,30347.6371851417,,,,,,75.406,,,,,,108587.0,14.5767477805038,603.261111111111,,,62.0028837566365
ABW,2021,0.0299985466651702,98.8005972638482,,,8.951,100.0,67.5199048286586,1.631,,14.7306159219273,35104.7868035374,,,,,,73.655,,,,,,107700.0,15.1295115193663,598.333333333333,,,61.9275339886843
ABW,2022,0.0342144315332219,98.8400017151311,,,8.191,99.9,80.8068810212559,1.615,,10.6364309604414,38979.8358245412,,,,,,76.226,,,,,,107310.0,15.7002096825073,596.166666666667,,,61.8811657924257
ABW,2023,,98.8400017151311,,,7.582,100.0,82.4000749026328,1.602,,7.70679839650956,41964.7711908515,,,,,,76.353,,,,,,107359.0,16.3690434830945,596.438888888889,,,61.8351492675589
ABW,2024,,98.8400017151311,,,7.778,,83.9924869695432,1.606,,6.81077669324542,44558.9287594176,,,,,,76.5,,,,,,107995.0,17.0563223230356,,,,61.7909396819594
AFG,2000,,22.298273284655,29.7309664339367,12.4,12.608,4.4,,7.566,67.78,,1617.82647494969,,,,110.6,,55.005,,,,,64.767279818427,20130327.0,2.26197021041933,30.8638471091486,,7.897,18.5581995230666
AFG,2001,,22.3095245309963,29.7629255070812,,11.954,9.3,,7.453,61.59,-9.4319740700862,1454.11078195559,,,,107.5,0.0047225682421736,55.511,,,,0.202,64.5975727246894,20284307.0,2.26194811585133,31.099929472732,,7.973,18.7412381251552
AFG,2002,38.6278918638443,23.7347094449173,31.8360773279001,,11.187,14.1,,7.32,74.72,28.6000011706788,1774.30874287341,,9.44339085,85.8574949380725,104.3,0.0045613951702214,56.225,,,85.37560272,,64.4168880125936,21378117.0,2.26397395055888,32.77696058139,,7.867,18.9412480133309
AFG,2003,37.4188554431481,25.160116505547,33.9086290770251,14.3,10.714,19.0,,7.174,76.77,8.83227780288267,1815.92819979586,,8.94125843,85.933025306351,100.8,0.0878912528559713,57.171,,,86.06919098,,64.1762314183241,22733049.0,2.26675269120301,34.8543443263879,,7.844,19.1600346409089
AFG,2004,29.7210671376957,26.592743290922,35.9993546342258,,10.375,23.8,,7.018,74.75,1.41411799339429,1776.91820712187,,9.80847359,93.9358043024416,97.4,0.105809030021958,57.81,,,84.52758789,,63.8266086780653,23560654.0,2.2686467503968,36.1232295355933,,7.794,19.3993593959593
AFG,2005,31.114854912062,28.0329173729232,38.1080542246859,,9.913,28.7,,6.858,83.54,11.2297148272859,1908.11478234587,,9.94828892,105.927706244667,93.8,1.22414808372471,58.247,,0.612,78.97008514,,63.3190255280017,24404567.0,2.26974934650551,37.4171181945019,,7.878,19.7059095753667
AFG,2006,28.6359685844686,29.4737113537171,40.2157630407476,18.9,9.659,33.5,,6.686,77.31,5.35740324748592,1929.72389709372,,10.62276554,118.405819500501,90.3,2.10712364546412,58.553,,0.458,76.82497406,0.166,61.5146494273075,25424094.0,2.2717800234734,38.9802584977692,6.96759757507017,7.897,20.1104530189181
AFG,2007,30.1050113574013,30.8753174900848,42.4294955631251,,9.487,38.4,,6.508,84.65,13.8263195471281,2155.35306784413,,9.90467453,112.257676068474,86.8,1.899999976,58.956,,0.518,78.16998291,0.182,58.0837850174423,25909852.0,2.27621524044213,39.7250233813225,5.28345660398282,7.841,20.5906579215423
AFG,2008,24.8922700059742,32.2737202067488,44.6537922388598,24.0,8.884,42.4,,6.392,79.59,3.92498381999467,2191.50435559062,,10.25649548,137.449674243631,83.4,1.84,59.708,,0.52,75.40338898,0.183,54.1911438080183,26482622.0,2.28356920247549,40.6031951918802,6.08796493020769,7.879,21.1241481349633
AFG,2009,29.2975010547259,33.6691080892303,46.8885842088645,,8.645,48.3,,6.295,92.24,21.3905283926492,2565.02208584099,,9.81848717,153.093070343548,80.1,3.55,60.248,,0.628,72.77924347,0.22,51.0014373086482,27466101.0,2.29354363572652,42.1110666482682,8.48175836103604,7.808,21.6885475109053
AFG,2010,26.2100685374552,35.0616668763216,49.1337948047642,34.3,8.402,42.7,,6.195,91.68,14.3624414710737,2848.58606111495,,8.56967163,148.2857286886,76.9,4.0,60.702,,,78.9966507,0.244,49.6793770289443,28284089.0,2.30661490116607,43.3652070588596,9.16975191915408,7.809,22.2614799010924
AFG,2011,23.7436639877543,36.4517450288191,51.3896718184372,38.6,8.032,43.2,,6.094,87.4,0.426354776777345,2757.05258747725,,8.56190777,146.844395694768,74.0,5.0,61.25,31.4500007629394,,73.25517273,0.258,61.8170559083924,29347708.0,2.32214045471626,44.9959492816951,8.91679399595736,7.83,22.8205691572485
AFG,2012,24.390873626371,37.8393855148321,53.6558094830286,39.9,7.822,69.1,,5.985,97.18,12.7522870926697,2985.31914452845,,7.89716864,157.76176536666,71.2,5.454500198,61.735,,,74.48620605,0.246,70.9223165078033,30560034.0,2.33791133871121,46.8546892967205,7.70780060287773,7.875,23.3434391310979
