Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1667851,HWF_0001,COUNTRY,CYP,EUR,YEAR,Europe,,,2017,,,,,,,26.51,26.51,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1672783,HWF_0001,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2017,,,,,,,5.35,5.35,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1673596,HWF_0001,COUNTRY,RUS,EUR,YEAR,Europe,,,2022,,,,,,,51.11,51.11,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1673689,HWF_0001,COUNTRY,NAM,AFR,YEAR,Africa,,,2023,,,,,,,6.44,6.44,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1674482,HWF_0001,COUNTRY,BIH,EUR,YEAR,Europe,,,2013,,,,,,,19.97,19.97,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1686393,HWF_0001,COUNTRY,MEX,AMR,YEAR,Americas,,,1994,,,,,,,15.8,15.8,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1687699,HWF_0001,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2006,,,,,,,27.39,27.39,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1692516,HWF_0001,COUNTRY,EST,EUR,YEAR,Europe,,,2013,,,,,,,33.35,33.35,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1692730,HWF_0001,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2017,,,,,,,9.32,9.32,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1711096,HWF_0001,COUNTRY,TKM,EUR,YEAR,Europe,,,2007,,,,,,,21.75,21.75,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1724712,HWF_0001,COUNTRY,MDV,SEAR,YEAR,South-East Asia,,,1991,,,,,,,1.9,1.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1724744,HWF_0001,COUNTRY,AZE,EUR,YEAR,Europe,,,2002,,,,,,,35.41,35.41,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1725317,HWF_0001,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,,2017,,,,,,,20.13,20.13,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1729654,HWF_0001,COUNTRY,LTU,EUR,YEAR,Europe,,,1993,,,,,,,36.1,36.1,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1730066,HWF_0001,COUNTRY,ETH,AFR,YEAR,Africa,,,2009,,,,,,,0.25,0.25,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1736821,HWF_0001,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2019,,,,,,,38.08,38.08,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1738013,HWF_0001,COUNTRY,SYC,AFR,YEAR,Africa,,,2018,,,,,,,20.87,20.87,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1756801,HWF_0001,COUNTRY,COD,AFR,YEAR,Africa,,,2022,,,,,,,2.08,2.08,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1762119,HWF_0001,COUNTRY,SYC,AFR,YEAR,Africa,,,2004,,,,,,,13.72,13.72,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1762539,HWF_0001,COUNTRY,SLV,AMR,YEAR,Americas,,,2005,,,,,,,17.24,17.24,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1763141,HWF_0001,COUNTRY,GMB,AFR,YEAR,Africa,,,2004,,,,,,,1.02,1.02,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1763154,HWF_0001,COUNTRY,VCT,AMR,YEAR,Americas,,,2022,,,,,,,15.1,15.1,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1770329,HWF_0001,COUNTRY,LUX,EUR,YEAR,Europe,,,1997,,,,,,,24.06,24.06,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1776872,HWF_0001,COUNTRY,GRC,EUR,YEAR,Europe,,,2018,,,,,,,61.05,61.05,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1781848,HWF_0001,COUNTRY,GBR,EUR,YEAR,Europe,,,2022,,,,,,,32.31,32.31,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1800446,HWF_0001,COUNTRY,GMB,AFR,YEAR,Africa,,,2019,,,,,,,0.77,0.77,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1801544,HWF_0001,COUNTRY,BWA,AFR,YEAR,Africa,,,1999,,,,,,,3.09,3.09,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1808075,HWF_0001,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,,2006,,,,,,,2.16,2.16,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1808206,HWF_0001,COUNTRY,MDA,EUR,YEAR,Europe,,,2018,,,,,,,38.08,38.08,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1819542,HWF_0001,COUNTRY,SVN,EUR,YEAR,Europe,,,1993,,,,,,,20.29,20.29,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1821493,HWF_0001,COUNTRY,GRC,EUR,YEAR,Europe,,,2021,,,,,,,63.66,63.66,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1832435,HWF_0001,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,2011,,,,,,,3.73,3.73,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1833265,HWF_0001,COUNTRY,CRI,AMR,YEAR,Americas,,,2009,,,,,,,22.28,22.28,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1833490,HWF_0001,COUNTRY,AUT,EUR,YEAR,Europe,,,1990,,,,,,,30.08,30.08,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1834385,HWF_0001,COUNTRY,LUX,EUR,YEAR,Europe,,,2016,,,,,,,28.84,28.84,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1834551,HWF_0001,COUNTRY,ETH,AFR,YEAR,Africa,,,2021,,,,,,,1,1.0,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1845896,HWF_0001,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,19.37,19.37,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1846437,HWF_0001,COUNTRY,UKR,EUR,YEAR,Europe,,,2011,,,,,,,34.32,34.32,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1853511,HWF_0001,COUNTRY,AZE,EUR,YEAR,Europe,,,2015,,,,,,,33.28,33.28,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1869311,HWF_0001,COUNTRY,SVK,EUR,YEAR,Europe,,,2011,,,,,,,33.07,33.07,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1873718,HWF_0001,COUNTRY,SLE,AFR,YEAR,Africa,,,2018,,,,,,,0.75,0.75,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1874656,HWF_0001,COUNTRY,GNQ,AFR,YEAR,Africa,,,2004,,,,,,,1.7,1.7,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1876260,HWF_0001,COUNTRY,COK,WPR,YEAR,Western Pacific,,,2009,,,,,,,14.55,14.55,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1881658,HWF_0001,COUNTRY,BLR,EUR,YEAR,Europe,,,2018,,,,,,,44.86,44.86,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1886489,HWF_0001,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2003,,,,,,,26.32,26.32,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1888211,HWF_0001,COUNTRY,FIN,EUR,YEAR,Europe,,,1995,,,,,,,21.91,21.91,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1895390,HWF_0001,COUNTRY,ESP,EUR,YEAR,Europe,,,2021,,,,,,,44.59,44.59,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1906000,HWF_0001,COUNTRY,IRL,EUR,YEAR,Europe,,,2019,,,,,,,33.17,33.17,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1912597,HWF_0001,COUNTRY,BWA,AFR,YEAR,Africa,,,2012,,,,,,,3.88,3.88,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1918959,HWF_0001,COUNTRY,GBR,EUR,YEAR,Europe,,,2007,,,,,,,24.81,24.81,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1932109,HWF_0001,COUNTRY,ISR,EUR,YEAR,Europe,,,1997,,,,,,,37.43,37.43,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1933288,HWF_0001,COUNTRY,KAZ,EUR,YEAR,Europe,,,2012,,,,,,,37.86,37.86,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1945804,HWF_0001,COUNTRY,SWE,EUR,YEAR,Europe,,,1992,,,,,,,34.68,34.68,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1950560,HWF_0001,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2023,,,,,,,28.19,28.19,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1958179,HWF_0001,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2001,,,,,,,2.98,2.98,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1963966,HWF_0001,COUNTRY,MUS,AFR,YEAR,Africa,,,2017,,,,,,,22.68,22.68,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1964291,HWF_0001,COUNTRY,LTU,EUR,YEAR,Europe,,,2004,,,,,,,36.27,36.27,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1964305,HWF_0001,COUNTRY,NIC,AMR,YEAR,Americas,,,2021,,,,,,,9.31,9.31,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1965267,HWF_0001,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2019,,,,,,,8.89,8.89,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1970113,HWF_0001,COUNTRY,ISL,EUR,YEAR,Europe,,,2005,,,,,,,36.12,36.12,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1977088,HWF_0001,COUNTRY,TUR,EUR,YEAR,Europe,,,2021,,,,,,,21.18,21.18,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1977595,HWF_0001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,2014,,,,,,,3.33,3.33,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1990092,HWF_0001,COUNTRY,TUR,EUR,YEAR,Europe,,,1991,,,,,,,9.56,9.56,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1990306,HWF_0001,COUNTRY,GBR,EUR,YEAR,Europe,,,2000,,,,,,,19.87,19.87,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2001814,HWF_0001,COUNTRY,GRC,EUR,YEAR,Europe,,,1993,,,,,,,38.53,38.53,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2013961,HWF_0001,COUNTRY,LBR,AFR,YEAR,Africa,,,2018,,,,,,,1.4,1.4,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2015387,HWF_0001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,2007,,,,,,,5.38,5.38,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2015837,HWF_0001,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2017,,,,,,,2.45,2.45,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2016012,HWF_0001,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2010,,,,,,,26.25,26.25,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2016391,HWF_0001,COUNTRY,POL,EUR,YEAR,Europe,,,2014,,,,,,,22.92,22.92,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2020355,HWF_0001,COUNTRY,LSO,AFR,YEAR,Africa,,,2010,,,,,,,0.69,0.69,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2026844,HWF_0001,COUNTRY,BLZ,AMR,YEAR,Americas,,,2011,,,,,,,7.36,7.36,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2029301,HWF_0001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2022,,,,,,,22.9,22.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2048542,HWF_0001,COUNTRY,TCD,AFR,YEAR,Africa,,,2018,,,,,,,0.5,0.5,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2053611,HWF_0001,COUNTRY,PER,AMR,YEAR,Americas,,,2020,,,,,,,14.36,14.36,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2060981,HWF_0001,COUNTRY,BGR,EUR,YEAR,Europe,,,2020,,,,,,,42.77,42.77,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2066290,HWF_0001,COUNTRY,ALB,EUR,YEAR,Europe,,,1995,,,,,,,13.02,13.02,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2077514,HWF_0001,COUNTRY,MLT,EUR,YEAR,Europe,,,2011,,,,,,,31.07,31.07,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2078293,HWF_0001,COUNTRY,CHE,EUR,YEAR,Europe,,,2017,,,,,,,42.97,42.97,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2091410,HWF_0001,COUNTRY,IRL,EUR,YEAR,Europe,,,2006,,,,,,,36.33,36.33,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2091774,HWF_0001,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,,,2008,,,,,,,17.9,17.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2096394,HWF_0001,COUNTRY,LVA,EUR,YEAR,Europe,,,1995,,,,,,,28.27,28.27,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2097722,HWF_0001,COUNTRY,GEO,EUR,YEAR,Europe,,,2007,,,,,,,40.99,40.99,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2098122,HWF_0001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,,2007,,,,,,,3.46,3.46,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2104134,HWF_0001,COUNTRY,TTO,AMR,YEAR,Americas,,,2018,,,,,,,39.39,39.39,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2110802,HWF_0001,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,,,2007,,,,,,,9.66,9.66,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2111050,HWF_0001,COUNTRY,RUS,EUR,YEAR,Europe,,,2004,,,,,,,47.4,47.4,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2111784,HWF_0001,COUNTRY,IRL,EUR,YEAR,Europe,,,1996,,,,,,,20.95,20.95,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2117467,HWF_0001,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,2016,,,,,,,7.07,7.07,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2117636,HWF_0001,COUNTRY,CUB,AMR,YEAR,Americas,,,1991,,,,,,,39.78,39.78,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
2122050,HWF_0001,COUNTRY,ESP,EUR,YEAR,Europe,,,2004,,,,,,,34.19,34.19,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2122745,HWF_0001,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2023,,,,,,,9.39,9.39,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2122856,HWF_0001,COUNTRY,LUX,EUR,YEAR,Europe,,,2000,,,,,,,21.51,21.51,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
2124637,HWF_0001,COUNTRY,GNB,AFR,YEAR,Africa,,,2004,,,,,,,1.39,1.39,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
