Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1369268,UHC_INDEX_REPORTED,COUNTRY,PLW,YEAR,WPR,Western Pacific,,,2016,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1372235,UHC_INDEX_REPORTED,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1373675,UHC_INDEX_REPORTED,COUNTRY,ERI,YEAR,AFR,Africa,,,2020,,,,,,,41,41.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1376775,UHC_INDEX_REPORTED,COUNTRY,ISR,YEAR,EUR,Europe,,,2020,,,,,,,84,84.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1378215,UHC_INDEX_REPORTED,COUNTRY,BFA,YEAR,AFR,Africa,,,2022,,,,,,,48,48.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1382289,UHC_INDEX_REPORTED,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,2017,,,,,,,47,47.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1384333,UHC_INDEX_REPORTED,COUNTRY,SWE,YEAR,EUR,Europe,,,2007,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1385971,UHC_INDEX_REPORTED,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,,2015,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1386049,UHC_INDEX_REPORTED,COUNTRY,ISR,YEAR,EUR,Europe,,,2005,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1387392,UHC_INDEX_REPORTED,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,,2002,,,,,,,35,35.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1388048,UHC_INDEX_REPORTED,COUNTRY,TGO,YEAR,AFR,Africa,,,2003,,,,,,,18,18.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1392766,UHC_INDEX_REPORTED,COUNTRY,GUY,YEAR,AMR,Americas,,,2006,,,,,,,62,62.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1395462,UHC_INDEX_REPORTED,COUNTRY,PER,YEAR,AMR,Americas,,,2005,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1396014,UHC_INDEX_REPORTED,COUNTRY,LBR,YEAR,AFR,Africa,,,2001,,,,,,,25,25.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1396632,UHC_INDEX_REPORTED,COUNTRY,MCO,YEAR,EUR,Europe,,,2016,,,,,,,85,85.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1399826,UHC_INDEX_REPORTED,REGION,AMR,YEAR,,,,,2023,,,,,,,83,83.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1401466,UHC_INDEX_REPORTED,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,2020,,,,,,,52,52.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1402811,UHC_INDEX_REPORTED,COUNTRY,TGO,YEAR,AFR,Africa,,,2021,,,,,,,38,38.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1407380,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_NAR,YEAR,,,,,2008,,,,,,,84,84.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1407962,UHC_INDEX_REPORTED,COUNTRY,STP,YEAR,AFR,Africa,,,2019,,,,,,,58,58.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1412976,UHC_INDEX_REPORTED,COUNTRY,FRA,YEAR,EUR,Europe,,,2017,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1413417,UHC_INDEX_REPORTED,COUNTRY,ZMB,YEAR,AFR,Africa,,,2001,,,,,,,33,33.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1415313,UHC_INDEX_REPORTED,COUNTRY,AND,YEAR,EUR,Europe,,,2009,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1420586,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_MNA,YEAR,,,,,2008,,,,,,,60,60.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1422280,UHC_INDEX_REPORTED,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,2015,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1426020,UHC_INDEX_REPORTED,REGION,WPR_WO_IDN,YEAR,,,,,2013,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1426603,UHC_INDEX_REPORTED,COUNTRY,NGA,YEAR,AFR,Africa,,,2007,,,,,,,30,30.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1428680,UHC_INDEX_REPORTED,COUNTRY,USA,YEAR,AMR,Americas,,,2001,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1428885,UHC_INDEX_REPORTED,COUNTRY,LAO,YEAR,WPR,Western Pacific,,,2000,,,,,,,33,33.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1429620,UHC_INDEX_REPORTED,COUNTRY,MLI,YEAR,AFR,Africa,,,2012,,,,,,,36,36.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1430329,UHC_INDEX_REPORTED,COUNTRY,SGP,YEAR,WPR,Western Pacific,,,2017,,,,,,,88,88.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1433782,UHC_INDEX_REPORTED,COUNTRY,PAN,YEAR,AMR,Americas,,,2009,,,,,,,73,73.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1437819,UHC_INDEX_REPORTED,COUNTRY,VUT,YEAR,WPR,Western Pacific,,,2009,,,,,,,46,46.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1438216,UHC_INDEX_REPORTED,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,2002,,,,,,,26,26.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1439071,UHC_INDEX_REPORTED,COUNTRY,THA,YEAR,SEAR,South-East Asia,,,2021,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1440318,UHC_INDEX_REPORTED,COUNTRY,LAO,YEAR,WPR,Western Pacific,,,2004,,,,,,,39,39.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1441593,UHC_INDEX_REPORTED,COUNTRY,ITA,YEAR,EUR,Europe,,,2007,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1442072,UHC_INDEX_REPORTED,COUNTRY,MEX,YEAR,AMR,Americas,,,2004,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1443191,UHC_INDEX_REPORTED,COUNTRY,CAF,YEAR,AFR,Africa,,,2002,,,,,,,23,23.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1449582,UHC_INDEX_REPORTED,COUNTRY,AND,YEAR,EUR,Europe,,,2015,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1450464,UHC_INDEX_REPORTED,COUNTRY,CHN,YEAR,WPR,Western Pacific,,,2006,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1451303,UHC_INDEX_REPORTED,COUNTRY,TZA,YEAR,AFR,Africa,,,2017,,,,,,,44,44.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1454951,UHC_INDEX_REPORTED,COUNTRY,BIH,YEAR,EUR,Europe,,,2000,,,,,,,54,54.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1456974,UHC_INDEX_REPORTED,COUNTRY,PRY,YEAR,AMR,Americas,,,2000,,,,,,,62,62.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1461738,UHC_INDEX_REPORTED,COUNTRY,CAN,YEAR,AMR,Americas,,,2022,,,,,,,92,92.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1463630,UHC_INDEX_REPORTED,COUNTRY,PHL,YEAR,WPR,Western Pacific,,,2017,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1467950,UHC_INDEX_REPORTED,COUNTRY,FJI,YEAR,WPR,Western Pacific,,,2007,,,,,,,61,61.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1471579,UHC_INDEX_REPORTED,COUNTRY,SYC,YEAR,AFR,Africa,,,2003,,,,,,,63,63.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1472189,UHC_INDEX_REPORTED,COUNTRY,GTM,YEAR,AMR,Americas,,,2008,,,,,,,58,58.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1476827,UHC_INDEX_REPORTED,COUNTRY,ITA,YEAR,EUR,Europe,,,2001,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1479284,UHC_INDEX_REPORTED,COUNTRY,MDG,YEAR,AFR,Africa,,,2005,,,,,,,20,20.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1484819,UHC_INDEX_REPORTED,COUNTRY,FSM,YEAR,WPR,Western Pacific,,,2023,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1485747,UHC_INDEX_REPORTED,COUNTRY,BEN,YEAR,AFR,Africa,,,2006,,,,,,,25,25.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1492373,UHC_INDEX_REPORTED,COUNTRY,PRY,YEAR,AMR,Americas,,,2005,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1494663,UHC_INDEX_REPORTED,REGION,EMR,YEAR,,,,,2010,,,,,,,57,57.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1494711,UHC_INDEX_REPORTED,COUNTRY,BRB,YEAR,AMR,Americas,,,2011,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1496357,UHC_INDEX_REPORTED,REGION,AFR,YEAR,,,,,2010,,,,,,,41,41.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1496571,UHC_INDEX_REPORTED,COUNTRY,NAM,YEAR,AFR,Africa,,,2006,,,,,,,56,56.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1498977,UHC_INDEX_REPORTED,COUNTRY,HND,YEAR,AMR,Americas,,,2003,,,,,,,57,57.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1499611,UHC_INDEX_REPORTED,COUNTRY,ECU,YEAR,AMR,Americas,,,2004,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1503027,UHC_INDEX_REPORTED,COUNTRY,ERI,YEAR,AFR,Africa,,,2017,,,,,,,41,41.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1505645,UHC_INDEX_REPORTED,COUNTRY,PRY,YEAR,AMR,Americas,,,2018,,,,,,,73,73.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1505900,UHC_INDEX_REPORTED,COUNTRY,IRL,YEAR,EUR,Europe,,,2004,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1511173,UHC_INDEX_REPORTED,COUNTRY,ERI,YEAR,AFR,Africa,,,2012,,,,,,,39,39.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1514571,UHC_INDEX_REPORTED,REGION,EMR,YEAR,,,,,2013,,,,,,,60,60.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1516233,UHC_INDEX_REPORTED,REGION,EMR,YEAR,,,,,2015,,,,,,,61,61.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1517078,UHC_INDEX_REPORTED,COUNTRY,NLD,YEAR,EUR,Europe,,,2005,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1520215,UHC_INDEX_REPORTED,COUNTRY,CAN,YEAR,AMR,Americas,,,2010,,,,,,,87,87.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1521277,UHC_INDEX_REPORTED,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,,2000,,,,,,,36,36.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1523341,UHC_INDEX_REPORTED,COUNTRY,PRY,YEAR,AMR,Americas,,,2021,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1523370,UHC_INDEX_REPORTED,REGION,WPR,YEAR,,,,,2003,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1523490,UHC_INDEX_REPORTED,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1524688,UHC_INDEX_REPORTED,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,,2020,,,,,,,54,54.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1526592,UHC_INDEX_REPORTED,COUNTRY,ALB,YEAR,EUR,Europe,,,2022,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1528279,UHC_INDEX_REPORTED,COUNTRY,AUT,YEAR,EUR,Europe,,,2016,,,,,,,83,83.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1537341,UHC_INDEX_REPORTED,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2020,,,,,,,87,87.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1538722,UHC_INDEX_REPORTED,COUNTRY,BLR,YEAR,EUR,Europe,,,2021,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1541733,UHC_INDEX_REPORTED,COUNTRY,BRA,YEAR,AMR,Americas,,,2009,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1542036,UHC_INDEX_REPORTED,COUNTRY,VNM,YEAR,WPR,Western Pacific,,,2013,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1543856,UHC_INDEX_REPORTED,COUNTRY,LSO,YEAR,AFR,Africa,,,2018,,,,,,,55,55.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1545976,UHC_INDEX_REPORTED,COUNTRY,SSD,YEAR,AFR,Africa,,,2011,,,,,,,26,26.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1549336,UHC_INDEX_REPORTED,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,2006,,,,,,,39,39.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1554255,UHC_INDEX_REPORTED,COUNTRY,JPN,YEAR,WPR,Western Pacific,,,2003,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1554318,UHC_INDEX_REPORTED,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2016,,,,,,,86,86.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1554491,UHC_INDEX_REPORTED,COUNTRY,FIN,YEAR,EUR,Europe,,,2016,,,,,,,86,86.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1555299,UHC_INDEX_REPORTED,COUNTRY,ARG,YEAR,AMR,Americas,,,2009,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1555578,UHC_INDEX_REPORTED,COUNTRY,KEN,YEAR,AFR,Africa,,,2016,,,,,,,55,55.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1556428,UHC_INDEX_REPORTED,COUNTRY,GAB,YEAR,AFR,Africa,,,2013,,,,,,,54,54.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1557404,UHC_INDEX_REPORTED,COUNTRY,IRL,YEAR,EUR,Europe,,,2018,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1558517,UHC_INDEX_REPORTED,COUNTRY,AZE,YEAR,EUR,Europe,,,2019,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1560762,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_EAP,YEAR,,,,,2005,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1562481,UHC_INDEX_REPORTED,COUNTRY,VCT,YEAR,AMR,Americas,,,2017,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1562507,UHC_INDEX_REPORTED,COUNTRY,DOM,YEAR,AMR,Americas,,,2008,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1564453,UHC_INDEX_REPORTED,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,2007,,,,,,,43,43.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1565159,UHC_INDEX_REPORTED,COUNTRY,TGO,YEAR,AFR,Africa,,,2012,,,,,,,36,36.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1573932,UHC_INDEX_REPORTED,COUNTRY,PRY,YEAR,AMR,Americas,,,2003,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1579440,UHC_INDEX_REPORTED,COUNTRY,UGA,YEAR,AFR,Africa,,,2011,,,,,,,39,39.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1581647,UHC_INDEX_REPORTED,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,,2009,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1583157,UHC_INDEX_REPORTED,COUNTRY,CAF,YEAR,AFR,Africa,,,2020,,,,,,,34,34.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1589524,UHC_INDEX_REPORTED,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,,2013,,,,,,,24,24.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1590614,UHC_INDEX_REPORTED,COUNTRY,AUT,YEAR,EUR,Europe,,,2021,,,,,,,84,84.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1591299,UHC_INDEX_REPORTED,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,,2007,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1592264,UHC_INDEX_REPORTED,COUNTRY,THA,YEAR,SEAR,South-East Asia,,,2019,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1595737,UHC_INDEX_REPORTED,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,2020,,,,,,,53,53.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1596315,UHC_INDEX_REPORTED,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,,2017,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1596644,UHC_INDEX_REPORTED,COUNTRY,TJK,YEAR,EUR,Europe,,,2002,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1598193,UHC_INDEX_REPORTED,COUNTRY,KAZ,YEAR,EUR,Europe,,,2009,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1599816,UHC_INDEX_REPORTED,COUNTRY,TON,YEAR,WPR,Western Pacific,,,2019,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1601922,UHC_INDEX_REPORTED,COUNTRY,UKR,YEAR,EUR,Europe,,,2012,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1604111,UHC_INDEX_REPORTED,COUNTRY,ISR,YEAR,EUR,Europe,,,2006,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1605149,UHC_INDEX_REPORTED,COUNTRY,MHL,YEAR,WPR,Western Pacific,,,2008,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1606774,UHC_INDEX_REPORTED,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,,2000,,,,,,,31,31.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1607201,UHC_INDEX_REPORTED,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,,2007,,,,,,,40,40.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1608219,UHC_INDEX_REPORTED,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1608924,UHC_INDEX_REPORTED,COUNTRY,DMA,YEAR,AMR,Americas,,,2019,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
