Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1662587,UHC_INDEX_REPORTED,COUNTRY,UKR,YEAR,EUR,Europe,,,2020,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1662694,UHC_INDEX_REPORTED,COUNTRY,URY,YEAR,AMR,Americas,,,2022,,,,,,,84,84.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1665856,UHC_INDEX_REPORTED,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2015,,,,,,,86,86.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1667243,UHC_INDEX_REPORTED,COUNTRY,KAZ,YEAR,EUR,Europe,,,2003,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1667289,UHC_INDEX_REPORTED,COUNTRY,CMR,YEAR,AFR,Africa,,,2007,,,,,,,34,34.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1670411,UHC_INDEX_REPORTED,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,,2023,,,,,,,48,48.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1670770,UHC_INDEX_REPORTED,COUNTRY,THA,YEAR,SEAR,South-East Asia,,,2017,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1675708,UHC_INDEX_REPORTED,COUNTRY,MEX,YEAR,AMR,Americas,,,2007,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1676286,UHC_INDEX_REPORTED,COUNTRY,TUR,YEAR,EUR,Europe,,,2016,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1677295,UHC_INDEX_REPORTED,COUNTRY,HND,YEAR,AMR,Americas,,,2021,,,,,,,64,64.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1679065,UHC_INDEX_REPORTED,COUNTRY,JPN,YEAR,WPR,Western Pacific,,,2015,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1688217,UHC_INDEX_REPORTED,REGION,AMR,YEAR,,,,,2016,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1688330,UHC_INDEX_REPORTED,COUNTRY,DEU,YEAR,EUR,Europe,,,2012,,,,,,,85,85.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1688782,UHC_INDEX_REPORTED,COUNTRY,COD,YEAR,AFR,Africa,,,2009,,,,,,,33,33.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1689975,UHC_INDEX_REPORTED,COUNTRY,BWA,YEAR,AFR,Africa,,,2005,,,,,,,50,50.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1690650,UHC_INDEX_REPORTED,COUNTRY,PLW,YEAR,WPR,Western Pacific,,,2019,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1694250,UHC_INDEX_REPORTED,COUNTRY,STP,YEAR,AFR,Africa,,,2006,,,,,,,48,48.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1697175,UHC_INDEX_REPORTED,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,2016,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1700643,UHC_INDEX_REPORTED,COUNTRY,MDG,YEAR,AFR,Africa,,,2013,,,,,,,29,29.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1701487,UHC_INDEX_REPORTED,GLOBAL,GLOBAL,YEAR,,,,,2016,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1701881,UHC_INDEX_REPORTED,COUNTRY,HUN,YEAR,EUR,Europe,,,2010,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1702999,UHC_INDEX_REPORTED,REGION,EUR,YEAR,,,,,2022,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1703634,UHC_INDEX_REPORTED,REGION,SEAR_W_IDN,YEAR,,,,,2011,,,,,,,55,55.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1704210,UHC_INDEX_REPORTED,COUNTRY,VCT,YEAR,AMR,Americas,,,2023,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1706450,UHC_INDEX_REPORTED,COUNTRY,MUS,YEAR,AFR,Africa,,,2010,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1711772,UHC_INDEX_REPORTED,COUNTRY,MYS,YEAR,WPR,Western Pacific,,,2003,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1713544,UHC_INDEX_REPORTED,COUNTRY,SEN,YEAR,AFR,Africa,,,2007,,,,,,,34,34.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1713930,UHC_INDEX_REPORTED,COUNTRY,GBR,YEAR,EUR,Europe,,,2004,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1723695,UHC_INDEX_REPORTED,COUNTRY,CHL,YEAR,AMR,Americas,,,2003,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1732471,UHC_INDEX_REPORTED,COUNTRY,NER,YEAR,AFR,Africa,,,2015,,,,,,,34,34.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1733556,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_SSA,YEAR,,,,,2011,,,,,,,42,42.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1734475,UHC_INDEX_REPORTED,COUNTRY,ALB,YEAR,EUR,Europe,,,2003,,,,,,,55,55.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1741940,UHC_INDEX_REPORTED,COUNTRY,BOL,YEAR,AMR,Americas,,,2012,,,,,,,56,56.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1741975,UHC_INDEX_REPORTED,COUNTRY,GHA,YEAR,AFR,Africa,,,2012,,,,,,,44,44.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1748062,UHC_INDEX_REPORTED,COUNTRY,TZA,YEAR,AFR,Africa,,,2023,,,,,,,49,49.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1749365,UHC_INDEX_REPORTED,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1750348,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_LAC,YEAR,,,,,2007,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1760415,UHC_INDEX_REPORTED,COUNTRY,IDN,YEAR,WPR,Western Pacific,,,2006,,,,,,,49,49.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1760496,UHC_INDEX_REPORTED,COUNTRY,EST,YEAR,EUR,Europe,,,2004,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1763340,UHC_INDEX_REPORTED,COUNTRY,BOL,YEAR,AMR,Americas,,,2014,,,,,,,59,59.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1765251,UHC_INDEX_REPORTED,COUNTRY,NLD,YEAR,EUR,Europe,,,2002,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1766046,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_SSA,YEAR,,,,,2010,,,,,,,39,39.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1770051,UHC_INDEX_REPORTED,COUNTRY,LSO,YEAR,AFR,Africa,,,2010,,,,,,,44,44.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1773170,UHC_INDEX_REPORTED,COUNTRY,ALB,YEAR,EUR,Europe,,,2016,,,,,,,62,62.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1775134,UHC_INDEX_REPORTED,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1775797,UHC_INDEX_REPORTED,COUNTRY,COM,YEAR,AFR,Africa,,,2020,,,,,,,54,54.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1777602,UHC_INDEX_REPORTED,COUNTRY,NIU,YEAR,WPR,Western Pacific,,,2016,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1779704,UHC_INDEX_REPORTED,COUNTRY,LSO,YEAR,AFR,Africa,,,2008,,,,,,,42,42.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1781141,UHC_INDEX_REPORTED,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,2011,,,,,,,38,38.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1781392,UHC_INDEX_REPORTED,COUNTRY,FSM,YEAR,WPR,Western Pacific,,,2005,,,,,,,50,50.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1784588,UHC_INDEX_REPORTED,COUNTRY,SWZ,YEAR,AFR,Africa,,,2014,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1785210,UHC_INDEX_REPORTED,GLOBAL,GLOBAL,YEAR,,,,,2015,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1787306,UHC_INDEX_REPORTED,COUNTRY,NZL,YEAR,WPR,Western Pacific,,,2015,,,,,,,89,89.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1789228,UHC_INDEX_REPORTED,COUNTRY,GAB,YEAR,AFR,Africa,,,2021,,,,,,,48,48.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1790580,UHC_INDEX_REPORTED,COUNTRY,LBR,YEAR,AFR,Africa,,,2023,,,,,,,49,49.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1791196,UHC_INDEX_REPORTED,REGION,WPR,YEAR,,,,,2014,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1793422,UHC_INDEX_REPORTED,COUNTRY,TUR,YEAR,EUR,Europe,,,2015,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1794561,UHC_INDEX_REPORTED,COUNTRY,BRA,YEAR,AMR,Americas,,,2010,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1796359,UHC_INDEX_REPORTED,COUNTRY,BEN,YEAR,AFR,Africa,,,2002,,,,,,,22,22.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1799389,UHC_INDEX_REPORTED,COUNTRY,GHA,YEAR,AFR,Africa,,,2016,,,,,,,50,50.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1800321,UHC_INDEX_REPORTED,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,2022,,,,,,,52,52.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1801334,UHC_INDEX_REPORTED,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,,2003,,,,,,,73,73.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1802018,UHC_INDEX_REPORTED,COUNTRY,BHS,YEAR,AMR,Americas,,,2000,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1806523,UHC_INDEX_REPORTED,COUNTRY,TUR,YEAR,EUR,Europe,,,2020,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1807455,UHC_INDEX_REPORTED,COUNTRY,BLR,YEAR,EUR,Europe,,,2002,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1808392,UHC_INDEX_REPORTED,REGION,WPR_WO_IDN,YEAR,,,,,2007,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1810566,UHC_INDEX_REPORTED,COUNTRY,BRB,YEAR,AMR,Americas,,,2022,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1812001,UHC_INDEX_REPORTED,COUNTRY,SSD,YEAR,AFR,Africa,,,2013,,,,,,,33,33.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1814743,UHC_INDEX_REPORTED,COUNTRY,FRA,YEAR,EUR,Europe,,,2003,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1815261,UHC_INDEX_REPORTED,COUNTRY,GBR,YEAR,EUR,Europe,,,2007,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1818121,UHC_INDEX_REPORTED,COUNTRY,GRD,YEAR,AMR,Americas,,,2020,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1818271,UHC_INDEX_REPORTED,COUNTRY,CMR,YEAR,AFR,Africa,,,2012,,,,,,,46,46.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1820526,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_LAC,YEAR,,,,,2015,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1821043,UHC_INDEX_REPORTED,COUNTRY,MKD,YEAR,EUR,Europe,,,2018,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1821721,UHC_INDEX_REPORTED,COUNTRY,NRU,YEAR,WPR,Western Pacific,,,2012,,,,,,,56,56.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1827713,UHC_INDEX_REPORTED,COUNTRY,COD,YEAR,AFR,Africa,,,2010,,,,,,,33,33.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1828951,UHC_INDEX_REPORTED,COUNTRY,ITA,YEAR,EUR,Europe,,,2006,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1829035,UHC_INDEX_REPORTED,COUNTRY,IND,YEAR,SEAR,South-East Asia,,,2010,,,,,,,53,53.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1832844,UHC_INDEX_REPORTED,COUNTRY,MDG,YEAR,AFR,Africa,,,2021,,,,,,,34,34.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1834339,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_EAP,YEAR,,,,,2020,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1834730,UHC_INDEX_REPORTED,COUNTRY,SLE,YEAR,AFR,Africa,,,2010,,,,,,,31,31.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1835105,UHC_INDEX_REPORTED,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1843375,UHC_INDEX_REPORTED,COUNTRY,GNQ,YEAR,AFR,Africa,,,2019,,,,,,,48,48.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1843379,UHC_INDEX_REPORTED,COUNTRY,SEN,YEAR,AFR,Africa,,,2015,,,,,,,42,42.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1843521,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_NAR,YEAR,,,,,2015,,,,,,,87,87.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1846729,UHC_INDEX_REPORTED,COUNTRY,IDN,YEAR,WPR,Western Pacific,,,2017,,,,,,,63,63.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1850911,UHC_INDEX_REPORTED,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,,2023,,,,,,,58,58.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1853606,UHC_INDEX_REPORTED,COUNTRY,SGP,YEAR,WPR,Western Pacific,,,2006,,,,,,,86,86.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1854965,UHC_INDEX_REPORTED,COUNTRY,PRT,YEAR,EUR,Europe,,,2000,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1856105,UHC_INDEX_REPORTED,COUNTRY,UKR,YEAR,EUR,Europe,,,2009,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1857781,UHC_INDEX_REPORTED,COUNTRY,GTM,YEAR,AMR,Americas,,,2004,,,,,,,57,57.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1858056,UHC_INDEX_REPORTED,COUNTRY,ECU,YEAR,AMR,Americas,,,2008,,,,,,,70,70.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1860026,UHC_INDEX_REPORTED,COUNTRY,SLV,YEAR,AMR,Americas,,,2008,,,,,,,73,73.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1861770,UHC_INDEX_REPORTED,COUNTRY,UGA,YEAR,AFR,Africa,,,2020,,,,,,,52,52.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1862809,UHC_INDEX_REPORTED,COUNTRY,SYC,YEAR,AFR,Africa,,,2011,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1862815,UHC_INDEX_REPORTED,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,,2000,,,,,,,46,46.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1863951,UHC_INDEX_REPORTED,COUNTRY,TJK,YEAR,EUR,Europe,,,2014,,,,,,,73,73.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1864132,UHC_INDEX_REPORTED,COUNTRY,GTM,YEAR,AMR,Americas,,,2005,,,,,,,57,57.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1866214,UHC_INDEX_REPORTED,COUNTRY,MDA,YEAR,EUR,Europe,,,2002,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1866734,UHC_INDEX_REPORTED,REGION,SEAR,YEAR,,,,,2022,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1867755,UHC_INDEX_REPORTED,COUNTRY,GAB,YEAR,AFR,Africa,,,2014,,,,,,,53,53.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1870789,UHC_INDEX_REPORTED,COUNTRY,GRD,YEAR,AMR,Americas,,,2016,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1871456,UHC_INDEX_REPORTED,COUNTRY,NZL,YEAR,WPR,Western Pacific,,,2014,,,,,,,89,89.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1871635,UHC_INDEX_REPORTED,COUNTRY,ITA,YEAR,EUR,Europe,,,2012,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1875725,UHC_INDEX_REPORTED,COUNTRY,BOL,YEAR,AMR,Americas,,,2023,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1879616,UHC_INDEX_REPORTED,COUNTRY,GUY,YEAR,AMR,Americas,,,2000,,,,,,,61,61.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1881140,UHC_INDEX_REPORTED,COUNTRY,SVN,YEAR,EUR,Europe,,,2021,,,,,,,83,83.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1881973,UHC_INDEX_REPORTED,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,2021,,,,,,,53,53.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1885501,UHC_INDEX_REPORTED,COUNTRY,NER,YEAR,AFR,Africa,,,2013,,,,,,,30,30.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1889335,UHC_INDEX_REPORTED,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,32,32.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1892363,UHC_INDEX_REPORTED,GLOBAL,GLOBAL,YEAR,,,,,2018,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1894104,UHC_INDEX_REPORTED,COUNTRY,USA,YEAR,AMR,Americas,,,2009,,,,,,,84,84.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1895126,UHC_INDEX_REPORTED,COUNTRY,IRL,YEAR,EUR,Europe,,,2003,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1901092,UHC_INDEX_REPORTED,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,,2011,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1901689,UHC_INDEX_REPORTED,COUNTRY,GTM,YEAR,AMR,Americas,,,2019,,,,,,,59,59.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
